Country,Trials,Trial Phase,Diseases,Institution
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,KEMRI CRDR Siaya Clinical Research Annex; Hospital Henri Mondor; American University of Beirut Medical Center; St Jude Childrens Research Hospital; Cairo University Paediatric Hospital abou El Reesh Hospital; Zagazig University Hospitals; Alexandria University Hospital; Al Kasr Al Ainy Cairo University Hospital; Hospital Santa Marcelina; University of Illinois at Chicago; Duke University Medical Centre; Ain Shams University Hospital; E O Ospedali Galliera; Hopital Avicenne; University of South Alabama; Arkansas Childrens Hospital; University of Michigan; Mersin University Medical Faculty; Hospital Pablo Tobon Uribe; Centre Hospital Intercommunal; Fundacao Faculdade Regional de Medicina de Sao Jose Do Rio; Hospital de Clinicas de Porto Alegre HCPA  PPDS; Nini Hospital; Universitatsklinikum Regensburg; Baskent University Medical Faculty Adana Dr Turgut Noyan Practice and Research Center; Organizacion Clinical Bonnadona Prevenir S.A.S; Childrens Healthcare of Atlanta; Acibadem Adana Hospital; Kings College Hospital; University of Nigeria; Lagos University Teaching Hospital Haematology; University of Abuja Teaching Hospital; National Hospital Abuj; Alexandria Clinical Research Center; Sultan Qaboos University Hospital; International Cancer Institute; HEMORIO Unidade de Pesquisa Clinica; Childrens Hospital Mansoura University; Komfo Anokye Teaching Hospital KATH; KEMRI CRDR Clinical Research Clinic Nairobi; Kasr El Aini Hospital; AOU Seconda Universita degli Studi di Napoli Primo Policlinico; Clinica De La Costa  PPDS; Hacettepe Universitesi Tip Fakultesi Hastanesi; Strathmore University; International Cancer Institute; The University Teaching Hospital Childrens Hospital; Arthur Davison Childrens Hospital; Matero Clinical Research Site
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,KEMRI CRDR Siaya Clinical Research Annex; Hospital Henri Mondor; American University of Beirut Medical Center; St Jude Childrens Research Hospital; Cairo University Paediatric Hospital abou El Reesh Hospital; Zagazig University Hospitals; Alexandria University Hospital; Al Kasr Al Ainy Cairo University Hospital; Hospital Santa Marcelina; University of Illinois at Chicago; Duke University Medical Centre; Ain Shams University Hospital; E O Ospedali Galliera; Hopital Avicenne; University of South Alabama; Arkansas Childrens Hospital; University of Michigan; Mersin University Medical Faculty; Hospital Pablo Tobon Uribe; Centre Hospital Intercommunal; Fundacao Faculdade Regional de Medicina de Sao Jose Do Rio; Hospital de Clinicas de Porto Alegre HCPA  PPDS; Nini Hospital; Universitatsklinikum Regensburg; Baskent University Medical Faculty Adana Dr Turgut Noyan Practice and Research Center; Organizacion Clinical Bonnadona Prevenir S.A.S; Childrens Healthcare of Atlanta; Acibadem Adana Hospital; Kings College Hospital; University of Nigeria; Lagos University Teaching Hospital Haematology; University of Abuja Teaching Hospital; National Hospital Abuj; Alexandria Clinical Research Center; Sultan Qaboos University Hospital; International Cancer Institute; HEMORIO Unidade de Pesquisa Clinica; Childrens Hospital Mansoura University; Komfo Anokye Teaching Hospital KATH; KEMRI CRDR Clinical Research Clinic Nairobi; Kasr El Aini Hospital; AOU Seconda Universita degli Studi di Napoli Primo Policlinico; Clinica De La Costa  PPDS; Hacettepe Universitesi Tip Fakultesi Hastanesi; Strathmore University; International Cancer Institute; The University Teaching Hospital Childrens Hospital; Arthur Davison Childrens Hospital; Matero Clinical Research Site
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,Kenya Medical Research Institute (KEMRI)/ United States Army Medical Research Directorate- Kenya (USAMRD-K)
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Kenyatta University Teaching Referral and Research Hospital KUTRRH; Kenya Medical Research Institute US Army Medical Research Directorate Kericho; Kenya Medical Research Institute US Army Medical Research Directorate Kisumu Field Station; KEMRI Centre for Respiratory Disease Research CRDR Kenyatta National Hospital; Victoria Biomedical Research Institute VIBRI
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,KEMRI CRDR SIAYA Clinical Research Annex; National Hospital Abuja; American University of Beirut Medical Center; Hospital Henri Mondor; Dana Farber Cancer Institute; St Jude Childrens Research Hospital; Cukurova University Medical Faculty Balcali Hospital; University of South Florida; Zagazig University Hospitals; Al Kasr Al Ainy Cairo University Hospital; University of Illinois at Chicago; Ain Shams University Hospital; E O Ospedali Galliera; Hospital Avicenne; Jacobi Medical Center; Childrens Hospital of Orange County; DMC Detroit Receiving Hospital; Arkansas Childrens Hospital; Azienda Ospedale Universita Padova; University of Michigan; Strathmore University Medical centre; Universitatsklinikum Freiburg; University Clinic Regensburg; AOU dellUniversita degli Studi della Campania Luigi Vanvitelli; Centre Hospitalier Intercommunal; Aflac Cancer and Blood Disorders Center; Matero Clinical Research Site; Sociedad de Oncologia y hematologia del Cesar Ltda; CHU de Toulouse  IUCT ONCOPOLE; Nini Hospital; Organizacion Clinica Bonnadona Prevenir S.A.S; Kings College Hospital; Gertrudes Childrens Hospital; Aminu Kano Teaching Hospital; University of Nigeria; Lagos University Teaching Hospital Haematology; University of Abuja Teaching Hospital; National Hospital Abuja; University of Calabar Teaching Hospital; Sultan Qaboos University Hospital; Sultan Qaboos University Hospital; International Cancer Institute; NIMR Mbeya Medical Research Center; Komfo Anokye Teaching Hospital KATH; KEMRI CRDR Clinical Research Clinic Nairobi; Kasr El Aini Hospital; Clinica De La Costa PPDS; NIMR Mbeya Medical Research Center; The University Teaching Hospital Childrens Hospital; Arthur Davison Childrens Hospital
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,KEMRI WELLCOME TRUST RESEARCH PROOGRAMME CENTRE FOR GEOGRAPHIC MEDICINE COAST
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,KEMRI  WELLCOME TRUST RESEARCH PROGRAMME
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,KEMRI Wellcome Trust Research Programme
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Kenya Medical Research Institute Kericho ; IRESSEF Institut de Recherche en Sante de Surveillance Epidemiologique et de Formation 
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,KEMRI RCTP KISUMU SITE; Partners in Health Research and Development Thika
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,Kenya Wellcome Trust Research Program  Centre  for  Geographic Medicine  Coast ; Epicentre Mbarara Research Centre
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,KEMRI
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,Kilifi Country Hospital
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Victoria Biomedical Research Institute; University of Kinshasa; Rinda Ubuzima 
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,KEMRI PHRD THIKA
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Centrum Voor Vaccinologie; Kenya Medical research Institute KEMRI United States Army Medical Research Directorate Africa Kenya MRD AK
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,Kenya AIDS Vaccine Initiative Institute of Clinical Research 
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Kenya Medical Research Institute Centre for Research Disease Research CRDR; Kisumu County Referral Hospital
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Siaya County Referral Hospital; Kogelo Dispensary for part 2
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,BM1 ICIPE Complex
Kenya,All Clinical Trials,Phase-1,Infections and Infestations,Nairobi County
Kenya,All Clinical Trials,Phase-2,Infections and Infestations,Ifakara Health Institute; NIMR MBEYA MEDICAL RESEARCH CENTER ; Kenya Medical Research Institute Walter Reed Project Kericho
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,Kenya Medical Research Institute Research Care and Training Programme
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Rachuonyo division; Migori County
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,Kenya Medical Research Institute RCTP
Kenya,All Clinical Trials,Phase-3,Infections and Infestations,Baylor College; Joint Clinical Research Centre; University of Zimbabwe Clinical Research Centre; Moi University; Durban International Clinical Research Site Enhancing Care Foundation
Kenya,Infant Clinical Trials,Phase-3,Infections and Infestations,Regional Hospital CHR de Man; Homa Bay County Teaching and Referral Hospital
Kenya,Infant Clinical Trials,Phase-3,Infections and Infestations,Mwea area
Kenya,Infant Clinical Trials,Phase-2,Infections and Infestations,Novartis Pharma AG; Groupe de Recherche Action en Sante GRAS; Unite de Recherche Clinique; KEMRI Kombewa Clinical Research Centre; MRTC University of Science Techniques and Technology; Department of Paediatrics University of Calabar; Hopital General de Reference St Luc; St Pauls Mission Hospital
Kenya,Infant Clinical Trials,Phase-3,Infections and Infestations,Ifakara Health Institute IHI; Kenya Medical Research Institute  Center for Respiratory Disease Research KEMRI CRDR; Medical Research Council Uganda Virus Research Institute and London School of Hygiene and Tropical Medicines Uganda Research Unit MRC UVRI and LSHTM; Makerere University CISMAC; Respiratory and Meningeal Pathogens Research Unit RMPRU; South African Tuberculosis Vaccine Initiative SATVI; Family Centre for Research with Ubuntu FAMCRU; Mecru Clinical Research Unit MeCRU; Centre de Recherches Medicales de Lambarene CERMEL; Kenya Medical Research Institute Center for Respiratory Disease Research KEMRI CRDR; Empilweni Services and Research Unit ESRU; Mbeya Medical Research Center NIMR MMRC
Kenya,Infant Clinical Trials,Phase-4,Infections and Infestations,Kenya site 12 Eldoret
Kenya,Infant Clinical Trials,Phase-3,Infections and Infestations,KEMRI Ahero Clinical Trials Unit. ; KEMRI Kondele Children Hospital ; KEMRI Centre for Respiratory Disease Research    ; Kericho Kenya Medical Research Institute United States of Army Medical Research Directorate ; KEMRI  Centre for Global Health Research; KEMRI Centre for Clinical Research 
Kenya,Infant Clinical Trials,Phase-1,Infections and Infestations,Kilifi County Hospital  KEMRI Wellcome Trust Research Programme
Kenya,Infant Clinical Trials,Phase-3,Infections and Infestations,Jaramogi Oginga Odinga Teaching and Referral Hospital; Kisumu County Referral Hospital; Ouagadougou Hospitals;  Bobo Dioulasso Hospitals
Kenya,Infant Clinical Trials,Phase-3,Infections and Infestations,Kenya Medical Research Institute United States Army Medical Research Directorate Africa  Kenya 
Kenya,Infant Clinical Trials,Phase-4,Infections and Infestations,KENYA MEDICAL RESEARCH INSTITUTE WALTER REED PROJECT CLINICAL RESEARCH CENTER
Kenya,Infant Clinical Trials,Phase-2,Infections and Infestations,Mbale Regional Regional Referral Hospital; Soroti Regional Referral Hospital; Kilifi County Hospital
Kenya,Infant Clinical Trials,Phase-1,Infections and Infestations,Kenya Medical Research Institute (KEMRI)/ United States Army Medical Research Directorate- Kenya (USAMRD-K)
Kenya,Infant Clinical Trials,Phase-1,Infections and Infestations,KEMRI WELLCOME TRUST RESEARCH PROOGRAMME CENTRE FOR GEOGRAPHIC MEDICINE COAST
Kenya,Infant Clinical Trials,Phase-3,Infections and Infestations,Kenya Medical Research Institute Kericho ; IRESSEF Institut de Recherche en Sante de Surveillance Epidemiologique et de Formation 
Kenya,Infant Clinical Trials,Phase-4,Infections and Infestations,Kenya Wellcome Trust Research Program  Centre  for  Geographic Medicine  Coast ; Epicentre Mbarara Research Centre
Kenya,Infant Clinical Trials,Phase-1,Infections and Infestations,Kilifi Country Hospital
Kenya,Infant Clinical Trials,Phase-2,Infections and Infestations,Centrum Voor Vaccinologie; Kenya Medical research Institute KEMRI United States Army Medical Research Directorate Africa Kenya MRD AK
Kenya,Infant Clinical Trials,Phase-3,Infections and Infestations,Kenya Medical Research Institute Centre for Research Disease Research CRDR; Kisumu County Referral Hospital
Kenya,Infant Clinical Trials,Phase-2,Infections and Infestations,Siaya County Referral Hospital; Kogelo Dispensary for part 2
Kenya,All Clinical Trials,Phase-4,Infections and Infestations,Kenya site 12 Eldoret
Kenya,All Clinical Trials,Phase-4,Obstetrics and Gynecology,Kenya site 12 Eldoret
Kenya,All Clinical Trials,Phase-4,Paediatrics,Kenya site 12 Eldoret
Kenya,All Clinical Trials,Phase-4,Other,Kenya site 12 Eldoret
Kenya,All Clinical Trials,Phase-1,Injury,KEMRI Wellcome Trust Research Programme
Kenya,All Clinical Trials,Phase-2,Mental and Behavioural Disorders,MOI UNIVERSITY; Kenya Medical Research Institute.   KEMRI; Chiromo Lane Medical Centre
Kenya,All Clinical Trials,Phase-3,Mental and Behavioural Disorders,Kahuho Uhuru High School; Bishop Mazzoldi Secondary School; Lenana Secondary School ; Rocks Senior Secondary School Ongata Rongai; Precious Blood Secondary School ; Kanjeru Girls High School; Uthiru Girls High School; Nderi Secondary School; OLM Shauri Moyo; Bibirioni High School; OLM South B; Kenya High School; Nairobi School ; Moi Nairobi Girls School ; Starehe Boys Centre National School; Pangani Girls High School; St George Girls Secondary School; Jamhuri High School ; Precious Blood Riruta Secondary School; Dagoretti High School ; State House Girls High School; Highway Boys School; Parklands Boys High School; Lavington Girls Secondary School; Karen C High School; Ruaraka High School; Hospital Hill High School; Buru Buru Girls High School; Dagoretti Mixed Secondary School; Ngara Girls High School ; Raila Educational Centre; Eastleigh High School; Mutuini High School ; Nairobi Milimani Secondary School ; Kahawa Garrison Secondary School; Ruthimitu Girls Secondary School; Olympic High School; Kibra Academy; Langata High School; Sunshine High School ; Strathmore School ; Kianda School; St. Elizabeth Secondary School; LIGHT ACADEMY BOYS SECONDARY; Riara Springs Girls High School; St. Hannahs School; Nairobi Pentecostal Church Buru Buru Academy; Aga Khan High School; Kenya High School
Kenya,All Clinical Trials,Phase-2,Metabolic,Kenyatta National Hospital
Kenya,All Clinical Trials,Phase-3,Metabolic,Access Afya kwa Njenga clinic; Access Afya Taasia Clinic; Limuru Nursing Home; St Johns Hospital; Coptic Mission Hospital; Kima Mission Hospital; Jumuia Friends Kamusinga Hospital; Mungoma Hospital ; Melchizedek Hospital
Kenya,All Clinical Trials,Phase-2,Metabolic,Homa Bay District Hospital
Kenya,All Clinical Trials,Phase-2,Metabolic,KEMRI Centre for Clinical Research 
Kenya,All Clinical Trials,Phase-1,Metabolic,Kakamega county general hospital
Kenya,All Clinical Trials,Phase-2,Metabolic,KEMRI Wellcome Trust Research Programme
Kenya,Infant Clinical Trials,Phase-2,Metabolic,Homa Bay District Hospital
Kenya,Infant Clinical Trials,Phase-2,Metabolic,KEMRI Centre for Clinical Research 
Kenya,All Clinical Trials,Phase-2,Neonatal,Kenyatta National Hospital 
Kenya,All Clinical Trials,Phase-4,Neonatal,Kilifi County Hospital; Chris Hani Baragwanath Academic Hospital ; Tygerberg Childrens Hospital Stellenbosch University
Kenya,Infant Clinical Trials,Phase-2,Neonatal,Kenyatta National Hospital 
Kenya,Infant Clinical Trials,Phase-4,Neonatal,Kilifi County Hospital; Chris Hani Baragwanath Academic Hospital ; Tygerberg Childrens Hospital Stellenbosch University
Kenya,All Clinical Trials,Phase-4,Nervous System,Aga Khan University Hospital
Kenya,All Clinical Trials,Phase-2,Nervous System,Aga Khan University  Nairobi 
Kenya,All Clinical Trials,Phase-3,Nervous System,"Aga Khan University Hospital, Nairobi"
Kenya,All Clinical Trials,Phase-2,Nutritional,Kenyatta National Hospital
Kenya,All Clinical Trials,Phase-3,Nutritional,Access Afya kwa Njenga clinic; Access Afya Taasia Clinic; Limuru Nursing Home; St Johns Hospital; Coptic Mission Hospital; Kima Mission Hospital; Jumuia Friends Kamusinga Hospital; Mungoma Hospital ; Melchizedek Hospital
Kenya,All Clinical Trials,Phase-2,Nutritional,Homa Bay District Hospital
Kenya,All Clinical Trials,Phase-2,Nutritional,KEMRI Centre for Clinical Research 
Kenya,All Clinical Trials,Phase-1,Nutritional,Kakamega county general hospital
Kenya,All Clinical Trials,Phase-2,Nutritional,KEMRI Wellcome Trust Research Programme
Kenya,Infant Clinical Trials,Phase-2,Nutritional,Homa Bay District Hospital
Kenya,Infant Clinical Trials,Phase-2,Nutritional,KEMRI Centre for Clinical Research 
Kenya,All Clinical Trials,Phase-2,Obstetrics and Gynecology,KEMRI Wellcome Trust Research Programme
Kenya,All Clinical Trials,Phase-4,Obstetrics and Gynecology,Apuoyo Mixed Secondary School; Argwings Kodhek Secondary SChool; Dienya Mixed secondary school; Gongo Warom Secondary School; Kaudha Mixed Secondary School; Lundha Mixed Secondary School; Luri Secondary School; Malele mixed Secondary School; Mutumbu Girls Secondary School; Ndegwe Mixed Secondary School; Ndori Mixed Secondary School; Nyagondo Mixed Secondary School; Nyalunya Mixed Secondary School; Nyamninia Secondary School; Nyangulu Secondary School; Ramula Mixed Secondary; Sagam Mixed Secondary School; Lihanda Mixed Secondary School; St Marks Kagilo Secondary; St Paul Siriwo Seconary School; St Peters Wagai Mixed Secondary School; St. Barnabas Anyiko Secondary School; St. Stephens Aluor Mixed Secondary School; Ulumbi Secondary School; Agoro Oyombe Secondary School; Ambrose Adeya Adongo Secondary School; Bar Olengo Secondary School; Christian Mixed Secondary School; Holy Cross Secondary School; Hono Secondary School; Kalkada Secondary School; Uranga Secondary School; Kowet Mixed Secondary School; Mahero Mixed Secondary School; Mahola Mixed Secondary School; Mbaga Mixed Secondary Schoolo; Mulaha Mixed Secondary School; Ngiya Mixed Secondary School; Nyambare Secondary School; Nyasita Mixed Secondary school; Obambo Mixed Secondary School; Senator Obama Kogelo Secondary School; Siaya Township Secondary School; Sidok Mixed Secondary School; St Joseph Nyalula Secondary School; St. Patricks Segere Secondary School; Ulafu Secondary School; Yala Township Mixed Secondary School; Anyiko Mixed Secondary School; Got Nanga Secondary School; Got Odima Secondary School; Inungo Secondary School; Jera Mixed Secondary School; Kagonya Secondary School; Lifunga Girls Secondary School; Luanda Kathieno Mixed Secondary School; Ndenga Secondary School; Ralak Girls Secondary School; Ramunde Secondary School; Sega Township Secondary School; Sihay Secondary School; Siranga Mixed Secondary School; St Jacobs Usinda Secondary School; St Benedicts Konya Secondary School; St. Charles Humwend Secondary School; St. Nicholas Hafumbre Secondary School; St Stephens Siginga Secondary School; Udira Secondary School; Konjra Mixed Secondary School; Madungu Mixed Secondary School; Moi Uloma Secondary School; Mudhiero Secondary School; Ngunya Mixed Secondary School; Nyasanda Community Secondary SChool; Sidindi Secondary School; Simenya Secondary School; Simerro Secondary School; St Alloice Mbosie Secondary SChool; St. Antony Uluthe Secondary School; St Pauls Sigomre Secondary School; St Peters Rambula Secondary School; Tingare Mixed Secondary School; Ulwani Mixed Secondary School; Umina Mixed Secondary School; Gagra Secondary School; Kitambo Secondary School; Lieta Secondary School; Majango Secondary School; Memba Secondary School; Ndigwa Secondary School; Nyagoko Secondary School; Okela Secondary School; Raliew Secondary School; Rarieda Secondary School; Siger Secondary School; Kandaria Secondary School
Kenya,All Clinical Trials,Phase-4,Obstetrics and Gynecology,Kenya site 12 Eldoret
Kenya,All Clinical Trials,Phase-4,Obstetrics and Gynecology,Thika Partners Study Clinic located in Thika Kenya
Kenya,All Clinical Trials,Phase-1,Obstetrics and Gynecology,Kenya Medical Research Institute Kisumu Clinical Research Site
Kenya,All Clinical Trials,Phase-4,Obstetrics and Gynecology,Coast General Teaching and Referral Hospital; Thika Level 5 Hospital; Nakuru level 5 hospital
Kenya,All Clinical Trials,Phase-3,Obstetrics and Gynecology,Jaramogi Oginga Odinga Teaching and Referral Hospital; Kisii Teaching and Referral Hospital
Kenya,All Clinical Trials,Phase-3,Obstetrics and Gynecology,Nakuru Level 5 Hospital; Mama Lucy Hospital; Naivasha District Hospital
Kenya,Infant Clinical Trials,Phase-4,Obstetrics and Gynecology,Kenya site 12 Eldoret
Kenya,All Clinical Trials,Phase-1,Occupational,KEMRI Wellcome Trust Research Programme
Kenya,All Clinical Trials,Phase-2,Other,Clinical Research Centre Walter Reed Program Nigeria; Kenya Medical Research Institute  Walter Reed Projec; Kenya Medical Research Institute Walter Reed Projec; Polana Canico Health Research and Training Center ; NIMR Mbeya Medical Research Centre; Makerere University Walter Reed Project
Kenya,All Clinical Trials,Phase-3,Other,kenyatta national hospital
Kenya,All Clinical Trials,Phase-1,Other,University of Narobi; Kenya Ministry of Health; Guinea Ministry of Health; Somaliland Ministry of Health
Kenya,All Clinical Trials,Phase-4,Other,Kenya site 12 Eldoret
Kenya,All Clinical Trials,Phase-2,Other,Ahero Clinical Trials Unit; Kenya Medical Research Institute Walter Reed Project KEMRI WRP ; KAVI Institute of Clinical Research
Kenya,All Clinical Trials,Phase-1,Other,KEMRI Wellcome Trust Research Programme
Kenya,All Clinical Trials,Phase-1,Other,Kenya AIDS Vaccine Initiative Institute of Clinical Research 
Kenya,All Clinical Trials,Phase-3,Other,Aga Khan University Clinical Research Unit; Oak Tree Centre for Kidney and Chronic  
Kenya,Infant Clinical Trials,Phase-3,Other,kenyatta national hospital
Kenya,Infant Clinical Trials,Phase-4,Other,Kenya site 12 Eldoret
Kenya,Infant Clinical Trials,Phase-1,Other,KEMRI Wellcome Trust Research Programme
Kenya,All Clinical Trials,Phase-2,Paediatrics,Novartis Pharma AG; Groupe de Recherche Action en Sante GRAS; Unite de Recherche Clinique; KEMRI Kombewa Clinical Research Centre; MRTC University of Science Techniques and Technology; Department of Paediatrics University of Calabar; Hopital General de Reference St Luc; St Pauls Mission Hospital
Kenya,All Clinical Trials,Phase-2,Paediatrics,Homa Bay District Hospital
Kenya,All Clinical Trials,Phase-4,Paediatrics,Kenya site 12 Eldoret
Kenya,All Clinical Trials,Phase-3,Paediatrics,Korle Bu Teaching Hospital; Komfo Anokye Teaching Hospital; Gertrude Childrens Hospital; Kenyatto National Hospital; Strathmore University Medical Centre
Kenya,All Clinical Trials,Phase-3,Paediatrics,KEMRI Ahero Clinical Trials Unit. ; KEMRI Kondele Children Hospital ; KEMRI Centre for Respiratory Disease Research    ; Kericho Kenya Medical Research Institute United States of Army Medical Research Directorate ; KEMRI  Centre for Global Health Research; KEMRI Centre for Clinical Research 
Kenya,All Clinical Trials,Phase-3,Paediatrics,Strathmore University; Lagos University Teaching Hospital Haematology; Barau Dikko Teaching Hospital Kaduna State University; University of Nigeria; KEMRI CRDR; Haematology and Blood Transfusion Unit Department of Human Pathology; KEMRI CCR Butere County Hospital; Aminu Kano Teaching Hospital; University of Abuja; University of Calabar Teaching Hospital
Kenya,All Clinical Trials,Phase-2,Paediatrics,Mbale Regional Regional Referral Hospital; Soroti Regional Referral Hospital; Kilifi County Hospital
Kenya,All Clinical Trials,Phase-2,Paediatrics,Mbale Regional Referral Hospital; Soroti Regional Referral Hospital; Jinja Regional Referral Hospital; Kilifi County Hospital 
Kenya,All Clinical Trials,Phase-3,Paediatrics,Bungoma County Referral Hospital ; Busia County Hospital ; Embu Level 5 Hospital ; Kakamega County Teaching and Referral Hospital ; Kiambu County Referral Hospital ; Kisumu County Hospital ; Kitale County Referral Hospital; Mama Lucy Kibaki Hospital ; Machakos Level 5 Hospital ; Naivasha County Referral Hospital 
Kenya,All Clinical Trials,Phase-3,Paediatrics,Kenya Medical Research Institute Kericho ; IRESSEF Institut de Recherche en Sante de Surveillance Epidemiologique et de Formation 
Kenya,Infant Clinical Trials,Phase-2,Paediatrics,Novartis Pharma AG; Groupe de Recherche Action en Sante GRAS; Unite de Recherche Clinique; KEMRI Kombewa Clinical Research Centre; MRTC University of Science Techniques and Technology; Department of Paediatrics University of Calabar; Hopital General de Reference St Luc; St Pauls Mission Hospital
Kenya,Infant Clinical Trials,Phase-2,Paediatrics,Homa Bay District Hospital
Kenya,Infant Clinical Trials,Phase-4,Paediatrics,Kenya site 12 Eldoret
Kenya,Infant Clinical Trials,Phase-3,Paediatrics,Korle Bu Teaching Hospital; Komfo Anokye Teaching Hospital; Gertrude Childrens Hospital; Kenyatta National Hospital; Strathmore University Medical Centre
Kenya,Infant Clinical Trials,Phase-3,Paediatrics,KEMRI Ahero Clinical Trials Unit. ; KEMRI Kondele Children Hospital ; KEMRI Centre for Respiratory Disease Research    ; Kericho Kenya Medical Research Institute United States of Army Medical Research Directorate ; KEMRI  Centre for Global Health Research; KEMRI Centre for Clinical Research 
Kenya,Infant Clinical Trials,Phase-2,Paediatrics,Mbale Regional Regional Referral Hospital; Soroti Regional Referral Hospital; Kilifi County Hospital
Kenya,Infant Clinical Trials,Phase-2,Paediatrics,Mbale Regional Referral Hospital; Soroti Regional Referral Hospital; Jinja Regional Referral Hospital; Kilifi County Hospital 
Kenya,Infant Clinical Trials,Phase-3,Paediatrics,Bungoma County Referral Hospital ; Busia County Hospital ; Embu Level 5 Hospital ; Kakamega County Teaching and Referral Hospital ; Kiambu County Referral Hospital ; Kisumu County Hospital ; Kitale County Referral Hospital; Mama Lucy Kibaki Hospital ; Machakos Level 5 Hospital ; Naivasha County Referral Hospital 
Kenya,Infant Clinical Trials,Phase-3,Paediatrics,Kenya Medical Research Institute Kericho ; IRESSEF Institut de Recherche en Sante de Surveillance Epidemiologique et de Formation 
Kenya,All Clinical Trials,Phase-1,Poisoning,KEMRI Wellcome Trust Research Programme
Kenya,All Clinical Trials,Phase-2,Pregnancy and Childbirth,Kenyatta National Hospital 
Kenya,All Clinical Trials,Phase-1,Pregnancy and Childbirth,Kenya Medical Research Institute Kisumu Clinical Research Site
Kenya,All Clinical Trials,Phase-3,Pregnancy and Childbirth,Nakuru Level 5 Hospital; Mama Lucy Hospital; Naivasha District Hospital
Kenya,Infant Clinical Trials,Phase-2,Pregnancy and Childbirth,Kenyatta National Hospital 
Kenya,All Clinical Trials,Phase-2,Respiratory,EMSKE Phytochem designated recruitment centre
Kenya,All Clinical Trials,Phase-2,Respiratory,Mbale Regional Referral Hospital; Soroti Regional Referral Hospital; Jinja Regional Referral Hospital; Kilifi County Hospital 
Kenya,All Clinical Trials,Phase-3,Respiratory,CREATES  Strathmore University Medical Centre; KEMRI Kericho
Kenya,All Clinical Trials,Phase-4,Respiratory,KEMRI
Kenya,All Clinical Trials,Phase-1,Respiratory,Kenya AIDS Vaccine Initiative Institute of Clinical Research 
Kenya,All Clinical Trials,Phase-2,Respiratory,KEMRI CRDR Clinical Research Clinic Nairobi; Kenya Medical Research Institute Kisumu; Kenya Aids Vaccine Initiative kavi; Kenya Medical Research Institute CMR Kargeno Research and Policy Hub; Kenya Medical Research Institute Walter Reed Project Clinical Research Center KEMRI WRP CRS; Victoria Biomedical Research Institute VIBRI; Kenya Medical Research Institute
Kenya,Infant Clinical Trials,Phase-2,Respiratory,Mbale Regional Referral Hospital; Soroti Regional Referral Hospital; Jinja Regional Referral Hospital; Kilifi County Hospital 
Kenya,All Clinical Trials,Phase-3,Surgery,Nyeri county referral hospital 